100,150
70.0,65.0,P,B
70.0,68.0,P,B
70.0,71.0,P,B
70.0,74.0,P,B
70.0,77.0,P,B
70.0,80.0,P,B
70.0,83.0,P,B
70.0,86.0,P,B
70.0,89.0,P,B
67.0,65.0,P,B
67.0,68.0,P,B
67.0,71.0,P,B
67.0,74.0,P,B
67.0,77.0,P,B
67.0,80.0,P,B
67.0,83.0,P,B
67.0,86.0,P,B
67.0,89.0,P,B
64.0,71.0,P,B
64.0,74.0,P,B
64.0,77.0,P,B
64.0,80.0,P,B
64.0,83.0,P,B
64.0,86.0,P,B
64.0,89.0,P,B
76.0,68.0,C,B
76.0,71.0,C,B
76.0,74.0,C,B
76.0,77.0,C,B
76.0,80.0,C,B
76.0,83.0,C,B
76.0,86.0,C,B
73.0,68.0,C,B
73.0,71.0,C,B
73.0,74.0,C,B
73.0,77.0,C,B
73.0,80.0,C,B
73.0,83.0,C,B
73.0,86.0,C,B
73.0,89.0,C,B
70.0,55.0,K,B
70.0,58.0,K,B
67.0,55.0,K,B
67.0,58.0,K,B
64.0,58.0,K,B
70.0,96.0,K,B
70.0,99.0,K,B
67.0,96.0,K,B
67.0,99.0,K,B
64.0,96.0,K,B
55.911999999996816,89.0,C,R
65.78529506336017,100.03550649954224,K,R
65.48197312195248,98.56397452448384,K,R
66.38612914612115,94.5344596796111,K,R
65.99509529221734,97.13642529763555,K,R
65.44016257913319,95.7122675946594,K,R
65.50540855873004,55.32781031067481,K,R
66.30820624845296,56.603116815593665,K,R
67.49059660985039,59.51590353492575,K,R
65.9948580769195,59.22073661191109,K,R
65.4155142656411,57.82920321355035,K,R
63.306990904265774,74.74243812906259,P,R
56.169656662285,70.10668360379373,C,R
56.21752371850465,76.89107986045389,C,R
56.21752371850465,79.89107986045389,C,R
63.31538684351135,83.75715909065168,P,R
63.386295719238724,82.19547567717966,P,R
63.31538684351135,77.75715909065168,P,R
63.386295719238724,76.19547567717966,P,R
56.21752371850465,73.89107986045389,C,R
63.31538684351135,80.75715909065168,P,R
63.386295719238724,79.19547567717966,P,R
56.240912867234364,71.14801768071479,C,R
63.37733896461828,71.80922825580065,P,R
63.119743427675985,70.51203427111413,P,R
63.31538684351135,86.75715909065168,P,R
63.386295719238724,85.19547567717966,P,R
63.31538684351135,89.75715909065168,P,R
63.386295719238724,88.19547567717966,P,R
55.46368412864621,77.57665914359279,C,R
63.364778535582616,73.22097105670414,P,R
62.512157394867245,72.66033457935374,P,R
55.46368412864621,80.57665914359279,C,R
62.68716794567661,82.9384444104198,P,R
64.36729780979257,72.0277661440205,P,R
56.200134452903185,85.89122127954585,C,R
55.45253734655748,86.59175987697716,C,R
62.68716794567661,76.9384444104198,P,R
55.341582015079766,70.69253113047309,C,R
55.46368412864621,74.57665914359279,C,R
62.68716794567661,79.9384444104198,P,R
63.934683612171746,69.91719277373568,P,R
55.454056517068146,71.78379981981018,C,R
56.200134452903185,82.89122127954585,C,R
55.45253734655748,83.59175987697716,C,R
62.49702810722078,71.32909785424754,P,R
62.68716794567661,85.9384444104198,P,R
62.115675943691144,70.38665844625613,P,R
62.656346092731766,73.98129627235353,P,R
62.68716794567661,88.9384444104198,P,R
